,Date,Close,High,Low,Open,Volume
0,2014-11-03,15.28600025177002,15.400500297546388,15.161999702453612,15.312000274658203,64850000.0
1,2014-11-04,15.14050006866455,15.212499618530272,15.008500099182127,15.19950008392334,68548000.0
2,2014-11-05,14.826000213623049,15.199999809265137,14.708000183105469,15.150500297546388,93490000.0
3,2014-11-06,14.83199977874756,14.850000381469728,14.614500045776367,14.834500312805176,75162000.0
4,2014-11-07,14.993000030517578,14.999500274658203,14.814499855041504,14.890999794006348,52948000.0
5,2014-11-10,15.255499839782717,15.289999961853027,15.0,15.0,56182000.0
6,2014-11-11,15.600500106811523,15.619000434875488,15.182499885559082,15.29699993133545,76072000.0
7,2014-11-12,15.575499534606934,15.628999710083008,15.439499855041504,15.537500381469728,43660000.0
8,2014-11-13,15.824000358581545,15.89449977874756,15.575499534606934,15.600000381469728,73728000.0
9,2014-11-14,16.391000747680664,16.643999099731445,15.81999969482422,15.855999946594238,177556000.0
10,2014-11-17,16.15250015258789,16.399999618530273,15.90149974822998,16.32200050354004,95698000.0
11,2014-11-18,16.24650001525879,16.47800064086914,16.162500381469727,16.199499130249023,70990000.0
12,2014-11-19,16.32699966430664,16.420000076293945,16.201000213623047,16.362499237060547,65632000.0
13,2014-11-20,16.527000427246094,16.633499145507812,16.166500091552734,16.200000762939453,68734000.0
14,2014-11-21,16.631500244140625,16.916500091552734,16.57349967956543,16.770999908447266,89332000.0
15,2014-11-24,16.781999588012695,16.86949920654297,16.68000030517578,16.73900032043457,55084000.0
16,2014-11-25,16.75200080871582,16.816499710083008,16.56399917602539,16.763500213623047,51300000.0
17,2014-11-26,16.678499221801758,16.732500076293945,16.587499618530273,16.68899917602539,39672000.0
18,2014-11-28,16.93199920654297,17.062999725341797,16.80150032043457,16.80150032043457,61036000.0
19,2014-12-01,16.299999237060547,17.031999588012695,16.296499252319336,16.9060001373291,98898000.0
20,2014-12-02,16.315500259399414,16.396499633789062,16.162500381469727,16.375,55806000.0
21,2014-12-03,15.824999809265137,16.338499069213867,15.718000411987305,16.286500930786133,113620000.0
22,2014-12-04,15.846500396728516,15.929499626159668,15.673500061035156,15.77649974822998,65806000.0
23,2014-12-05,15.631500244140623,15.846500396728516,15.541999816894531,15.84000015258789,65304000.0
24,2014-12-08,15.33199977874756,15.82800006866455,15.241000175476074,15.578499794006348,72784000.0
25,2014-12-09,15.625,15.682000160217283,15.057000160217283,15.149499893188477,80990000.0
26,2014-12-10,15.291999816894531,15.659500122070312,15.234000205993652,15.600000381469728,64918000.0
27,2014-12-11,15.368000030517578,15.631999969482422,15.30049991607666,15.39449977874756,65258000.0
28,2014-12-12,15.366000175476074,15.531999588012695,15.150500297546388,15.19950008392334,63070000.0
29,2014-12-15,15.303500175476074,15.54300022125244,15.107500076293944,15.443499565124512,76832000.0
30,2014-12-16,14.753000259399414,15.224499702453612,14.750499725341797,15.217499732971191,130026000.0
31,2014-12-17,14.944000244140623,14.98349952697754,14.65149974822998,14.818499565124512,88670000.0
32,2014-12-18,14.886500358581545,15.225000381469728,14.662500381469728,15.200499534606934,154762000.0
33,2014-12-19,14.994999885559082,15.07699966430664,14.776000022888184,14.845499992370604,174182000.0
34,2014-12-22,15.32699966430664,15.368000030517578,15.097000122070312,15.097000122070312,80076000.0
35,2014-12-23,15.314499855041504,15.374500274658203,15.162500381469728,15.348999977111816,54274000.0
36,2014-12-24,15.15149974822998,15.350000381469728,15.144000053405762,15.319000244140623,30276000.0
37,2014-12-26,15.454500198364258,15.538999557495115,15.190500259399414,15.25,57876000.0
38,2014-12-29,15.60200023651123,15.713500022888184,15.32900047302246,15.392499923706056,60180000.0
39,2014-12-30,15.515000343322754,15.696999549865724,15.467000007629396,15.49549961090088,41860000.0
40,2014-12-31,15.517499923706056,15.64900016784668,15.500499725341797,15.577500343322754,40960000.0
41,2015-01-02,15.425999641418455,15.737500190734863,15.347999572753906,15.628999710083008,55664000.0
42,2015-01-05,15.10949993133545,15.418999671936035,15.042499542236328,15.350500106811523,55484000.0
43,2015-01-06,14.76449966430664,15.149999618530272,14.619000434875488,15.112000465393066,70380000.0
44,2015-01-07,14.92099952697754,15.064000129699709,14.76650047302246,14.875,52806000.0
45,2015-01-08,15.02299976348877,15.156999588012695,14.805500030517578,15.015999794006348,61768000.0
46,2015-01-09,14.846500396728516,15.143500328063965,14.833999633789062,15.074000358581545,51848000.0
47,2015-01-12,14.570500373840332,14.92549991607666,14.46399974822998,14.878000259399414,68428000.0
48,2015-01-13,14.737000465393066,15.074999809265137,14.661499977111816,14.87399959564209,82728000.0
49,2015-01-14,14.66349983215332,14.795499801635742,14.324999809265137,14.596500396728516,110774000.0
50,2015-01-15,14.34749984741211,14.800000190734863,14.340999603271484,14.699999809265137,88384000.0
51,2015-01-16,14.536999702453612,14.53950023651123,14.262499809265137,14.314000129699709,69564000.0
52,2015-01-20,14.472000122070312,14.66800022125244,14.319499969482422,14.62950038909912,61502000.0
53,2015-01-21,14.862500190734863,15.300000190734863,14.36299991607666,14.482000350952148,201302000.0
54,2015-01-22,15.515999794006348,15.612500190734863,15.0,15.0,107252000.0
55,2015-01-23,15.619500160217283,15.846500396728516,15.38599967956543,15.404000282287598,89928000.0
56,2015-01-26,15.482999801635742,15.649999618530272,15.37600040435791,15.590999603271484,63394000.0
57,2015-01-27,15.337499618530272,15.51200008392334,15.131500244140623,15.3149995803833,58406000.0
58,2015-01-28,15.195500373840332,15.575499534606934,15.1899995803833,15.490500450134276,61276000.0
59,2015-01-29,15.58899974822998,15.640000343322754,14.966500282287598,15.236499786376951,173132000.0
60,2015-01-30,17.726499557495117,17.975000381469727,17.03700065612793,17.31599998474121,477122000.0
61,2015-02-02,18.223499298095703,18.25,17.500499725341797,17.502500534057617,204638000.0
62,2015-02-03,18.177499771118164,18.391000747680664,18.010499954223633,18.01449966430664,124252000.0
63,2015-02-04,18.237499237060547,18.375,17.911500930786133,17.91900062561035,83398000.0
64,2015-02-05,18.694499969482425,18.940000534057617,18.295000076293945,18.299999237060547,144952000.0
65,2015-02-06,18.714000701904297,18.79949951171875,18.550500869750977,18.74349975585937,77848000.0
66,2015-02-09,18.527999877929688,18.72050094604492,18.36000061035156,18.549999237060547,54492000.0
67,2015-02-10,18.649999618530277,18.71500015258789,18.425500869750977,18.559499740600582,45744000.0
68,2015-02-11,18.756999969482425,18.854999542236328,18.55500030517578,18.561500549316406,55730000.0
69,2015-02-12,18.85849952697754,18.925500869750977,18.65749931335449,18.7549991607666,55822000.0
70,2015-02-13,19.09149932861328,19.149999618530277,18.850500106811523,18.920499801635746,69502000.0
71,2015-02-17,18.771499633789062,18.999500274658203,18.63349914550781,18.88599967956543,73464000.0
72,2015-02-18,18.668500900268555,18.83699989318848,18.64249992370605,18.68899917602539,53012000.0
73,2015-02-19,18.950000762939453,19.0939998626709,18.671499252319336,18.67449951171875,59076000.0
74,2015-02-20,19.183000564575195,19.184999465942383,18.79199981689453,18.93099975585937,65160000.0
75,2015-02-23,19.006999969482425,19.226999282836918,18.899999618530277,19.17200088500977,43540000.0
